accession,label,protein_name,gene_name,organism,seq_length,keywords
Q9NP99,1,Triggering receptor expressed on myeloid cells 1,TREM1,Homo sapiens,234,3D-structure; Adaptive immunity; Alternative splicing; Cell membrane; Disulfide bond; Glycoprotein; Immunity; Immunoglobulin domain; Innate immunity; Membrane; Proteomics identification; Receptor; Reference proteome; Secreted; Signal; Transmembrane; Transmembrane helix
Q9NPC2,1,Potassium channel subfamily K member 9,KCNK9,Homo sapiens,374,3D-structure; Cell membrane; Cell projection; Disease variant; Glycoprotein; Intellectual disability; Ion channel; Ion transport; Membrane; Metal-binding; Mitochondrion; Mitochondrion inner membrane; Potassium; Potassium channel; Potassium transport; Proteomics identification; Reference proteome; Sodium; Sodium channel; Sodium transport; Transmembrane; Transmembrane helix; Transport
Q9NPD5,1,Solute carrier organic anion transporter family member 1B3,SLCO1B3,Homo sapiens,702,3D-structure; Alternative splicing; Cell membrane; Disulfide bond; Glycoprotein; Ion transport; Lipid transport; Membrane; Phosphoprotein; Protease inhibitor; Proteomics identification; Reference proteome; Serine protease inhibitor; Transmembrane; Transmembrane helix; Transport
Q9NPF0,1,CD320 antigen,CD320,Homo sapiens,282,3D-structure; Alternative splicing; Calcium; Cell membrane; Direct protein sequencing; Disease variant; Disulfide bond; Glycoprotein; Growth factor; Membrane; Metal-binding; Proteomics identification; Reference proteome; Repeat; Signal; Transmembrane; Transmembrane helix
Q9NPG1,1,Frizzled-3,FZD3,Homo sapiens,666,3D-structure; Alternative splicing; Cell membrane; Developmental protein; Direct protein sequencing; Disulfide bond; G-protein coupled receptor; Glycoprotein; Membrane; Neurogenesis; Proteomics identification; Receptor; Reference proteome; Signal; Transducer; Transmembrane; Transmembrane helix; Ubl conjugation; Wnt signaling pathway
Q9NPH3,1,Interleukin-1 receptor accessory protein,IL1RAP,Homo sapiens,570,3D-structure; Alternative splicing; Cell membrane; Disulfide bond; Glycoprotein; Hydrolase; Immunity; Immunoglobulin domain; Inflammatory response; Innate immunity; Membrane; NAD; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Repeat; Secreted; Signal; Transmembrane; Transmembrane helix
Q9NQ90,1,Anoctamin-2,ANO2,Homo sapiens,998,Alternative splicing; Calcium; Cell membrane; Chloride; Chloride channel; Glycoprotein; Ion channel; Ion transport; Membrane; Proteomics identification; Reference proteome; Transmembrane; Transmembrane helix; Transport
Q9NQC3,1,Reticulon-4,RTN4,Homo sapiens,1192,3D-structure; Acetylation; Alternative splicing; Cell junction; Cell membrane; Direct protein sequencing; Endoplasmic reticulum; Membrane; Neurogenesis; Phosphoprotein; Proteomics identification; Reference proteome; Synapse; Transmembrane; Transmembrane helix
Q9NR16,1,Scavenger receptor cysteine-rich type 1 protein M160,CD163L1,Homo sapiens,1453,3D-structure; Alternative splicing; Cell membrane; Direct protein sequencing; Disulfide bond; Glycoprotein; Membrane; Proteomics identification; Reference proteome; Repeat; Secreted; Signal; Transmembrane; Transmembrane helix
Q9NS40,1,Voltage-gated inwardly rectifying potassium channel KCNH7,KCNH7,Homo sapiens,1196,3D-structure; Alternative splicing; Cell membrane; Coiled coil; Glycoprotein; Ion channel; Ion transport; Membrane; Phosphoprotein; Potassium; Potassium channel; Potassium transport; Proteomics identification; Reference proteome; Transmembrane; Transmembrane helix; Transport; Voltage-gated channel
Q9NS75,1,Cysteinyl leukotriene receptor 2,CYSLTR2,Homo sapiens,346,3D-structure; Cell membrane; Disulfide bond; G-protein coupled receptor; Glycoprotein; Membrane; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix
Q9NSD5,1,Sodium- and chloride-dependent GABA transporter 2,SLC6A13,Homo sapiens,602,Alternative splicing; Cell membrane; Disulfide bond; Glycoprotein; Membrane; Neurotransmitter transport; Phosphoprotein; Proteomics identification; Reference proteome; Symport; Transmembrane; Transmembrane helix; Transport
Q9NT68,1,Teneurin-2,TENM2,Homo sapiens,2774,3D-structure; Alternative splicing; Cell adhesion; Cell membrane; Cell projection; Cleavage on pair of basic residues; Disulfide bond; EGF-like domain; Endoplasmic reticulum; Glycoprotein; Golgi apparatus; Membrane; Nucleus; Phosphoprotein; Postsynaptic cell membrane; Proteomics identification; Reference proteome; Repeat; Repressor; Signal-anchor; Synapse; Transcription; Transcription regulation; Transmembrane; Transmembrane helix
Q9NY25,1,C-type lectin domain family 5 member A,CLEC5A,Homo sapiens,188,3D-structure; Alternative splicing; Cell membrane; Disulfide bond; Glycoprotein; Host cell receptor for virus entry; Host-virus interaction; Immunity; Innate immunity; Lectin; Membrane; Proteomics identification; Receptor; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix
Q9NYB5,1,Solute carrier organic anion transporter family member 1C1,SLCO1C1,Homo sapiens,712,3D-structure; Alternative splicing; Cell membrane; Disulfide bond; Glycoprotein; Ion transport; Lipid transport; Membrane; Proteomics identification; Reference proteome; Transmembrane; Transmembrane helix; Transport
Q9NYQ6,1,Cadherin EGF LAG seven-pass G-type receptor 1,CELSR1,Homo sapiens,3014,3D-structure; Alternative splicing; Calcium; Cell membrane; Developmental protein; Disease variant; Disulfide bond; EGF-like domain; G-protein coupled receptor; Glycoprotein; Hydroxylation; Laminin EGF-like domain; Membrane; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Repeat; Signal; Transducer; Transmembrane; Transmembrane helix
Q9NYV7,1,Taste receptor type 2 member 16,TAS2R16,Homo sapiens,291,3D-structure; Cell membrane; G-protein coupled receptor; Glycoprotein; Membrane; Receptor; Reference proteome; Sensory transduction; Taste; Transducer; Transmembrane; Transmembrane helix
Q9NZC3,1,Glycerophosphodiester phosphodiesterase 1,GDE1,Homo sapiens,331,Cell membrane; Cytoplasmic vesicle; Glycoprotein; Hydrolase; Lipid metabolism; Magnesium; Membrane; Metal-binding; Proteomics identification; Reference proteome; Transmembrane; Transmembrane helix
Q9NZQ8,1,Transient receptor potential cation channel subfamily M member 5,TRPM5,Homo sapiens,1165,Alternative splicing; Calcium; Cell membrane; Coiled coil; Ion channel; Ion transport; Ligand-gated ion channel; Membrane; Metal-binding; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Transmembrane; Transmembrane helix; Transport; Voltage-gated channel
Q9P0K1,1,Disintegrin and metalloproteinase domain-containing protein 22,ADAM22,Homo sapiens,906,3D-structure; Alternative splicing; Cell adhesion; Cell membrane; Cell projection; Cleavage on pair of basic residues; Disease variant; Disulfide bond; EGF-like domain; Epilepsy; Glycoprotein; Membrane; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Signal; Transmembrane; Transmembrane helix
Q9UBH6,1,Solute carrier family 53 member 1,XPR1,Homo sapiens,696,3D-structure; Alternative splicing; Cell membrane; Disease variant; Membrane; Phosphate transport; Phosphoprotein; Proteomics identification; Reference proteome; Transmembrane; Transmembrane helix; Transport
Q9UBI4,1,Stomatin-like protein 1,STOML1,Homo sapiens,398,Alternative splicing; Cell membrane; Cytoplasmic vesicle; Endosome; Lipid transport; Membrane; Phosphoprotein; Proteomics identification; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix; Transport
Q9UBL9,1,P2X purinoceptor 2,P2RX2,Homo sapiens,471,Alternative splicing; ATP-binding; Cell membrane; Deafness; Disease variant; Disulfide bond; Glycoprotein; Hearing; Ion channel; Ion transport; Ligand-gated ion channel; Membrane; Non-syndromic deafness; Nucleotide-binding; Proteomics identification; Receptor; Reference proteome; Transmembrane; Transmembrane helix; Transport
Q9UBS5,1,Gamma-aminobutyric acid type B receptor subunit 1,GABBR1,Homo sapiens,961,3D-structure; Alternative splicing; Cell membrane; Cell projection; Coiled coil; Direct protein sequencing; Disease variant; Disulfide bond; G-protein coupled receptor; Glycoprotein; Intellectual disability; Membrane; Phosphoprotein; Postsynaptic cell membrane; Proteomics identification; Receptor; Reference proteome; Repeat; Secreted; Signal; Sushi; Synapse; Transducer; Transmembrane; Transmembrane helix
Q9UGH3,1,Solute carrier family 23 member 2,SLC23A2,Homo sapiens,650,Alternative splicing; Calcium; Cell adhesion; Cell membrane; Glycoprotein; Ion transport; Membrane; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Sodium; Sodium transport; Symport; Transmembrane; Transmembrane helix; Transport
Q9UGQ2,1,Calcium channel flower homolog,CACFD1,Homo sapiens,172,Alternative splicing; Cell membrane; Cytoplasmic vesicle; Endoplasmic reticulum; Endosome; Golgi apparatus; Membrane; Proteomics identification; Reference proteome; Synapse; Transmembrane; Transmembrane helix
Q9UGT4,1,Sushi domain-containing protein 2,SUSD2,Homo sapiens,822,Cell membrane; Disulfide bond; Glycoprotein; Membrane; Proteomics identification; Receptor; Reference proteome; Signal; Sushi; Transmembrane; Transmembrane helix; Tumor suppressor
Q9UHN6,1,Cell surface hyaluronidase CEMIP2,CEMIP2,Homo sapiens,1383,3D-structure; Alternative splicing; Angiogenesis; Cell membrane; Developmental protein; Glycoprotein; Glycosidase; Hydrolase; Lectin; Membrane; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Signal-anchor; Transmembrane; Transmembrane helix
Q9UI33,1,Sodium channel protein type 11 subunit alpha,SCN11A,Homo sapiens,1791,Alternative splicing; Cell membrane; Disease variant; Disulfide bond; Glycoprotein; Ion channel; Ion transport; Membrane; Neurodegeneration; Neuropathy; Phosphoprotein; Reference proteome; Repeat; Sodium; Sodium channel; Sodium transport; Transmembrane; Transmembrane helix; Transport; Voltage-gated channel
Q9UIB8,1,SLAM family member 5,CD84,Homo sapiens,345,3D-structure; Adaptive immunity; Alternative splicing; Autophagy; Cell adhesion; Cell membrane; Direct protein sequencing; Disulfide bond; Glycoprotein; Immunity; Immunoglobulin domain; Innate immunity; Membrane; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Repeat; Signal; Transmembrane; Transmembrane helix
Q9UJ96,1,Voltage-gated potassium channel regulatory subunit KCNG2,KCNG2,Homo sapiens,466,Cell membrane; Ion channel; Ion transport; Membrane; Potassium; Potassium channel; Potassium transport; Reference proteome; Transmembrane; Transmembrane helix; Transport; Voltage-gated channel
Q9UKP6,1,Urotensin-2 receptor,UTS2R,Homo sapiens,389,3D-structure; Cell membrane; Disulfide bond; G-protein coupled receptor; Glycoprotein; Membrane; Proteomics identification; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix
Q9UL51,1,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,HCN2,Homo sapiens,889,3D-structure; Ammonia transport; cAMP; cAMP-binding; Cell membrane; Disease variant; Epilepsy; Glycoprotein; Ion channel; Ion transport; Ligand-gated ion channel; Lipoprotein; Membrane; Methylation; Nucleotide-binding; Palmitate; Phosphoprotein; Potassium; Potassium channel; Potassium transport; Proteomics identification; Reference proteome; Sodium; Sodium channel; Sodium transport; Transmembrane; Transmembrane helix; Transport; Voltage-gated channel
Q9UL52,1,Transmembrane protease serine 11E,TMPRSS11E,Homo sapiens,423,3D-structure; Cell membrane; Disulfide bond; Glycoprotein; Hydrolase; Membrane; Protease; Proteomics identification; Reference proteome; Secreted; Serine protease; Signal-anchor; Transmembrane; Transmembrane helix; Zymogen
Q9UL62,1,Short transient receptor potential channel 5,TRPC5,Homo sapiens,973,3D-structure; ANK repeat; Calcium; Calcium channel; Calcium transport; Cell membrane; Disease variant; Disulfide bond; Glycoprotein; Ion channel; Ion transport; Membrane; Metal-binding; Proteomics identification; Reference proteome; Repeat; Transmembrane; Transmembrane helix; Transport; Zinc
Q9ULC0,1,Endomucin,EMCN,Homo sapiens,261,Alternative splicing; Cell membrane; Glycoprotein; Membrane; Phosphoprotein; Proteomics identification; Reference proteome; Secreted; Signal; Transmembrane; Transmembrane helix
Q9ULC5,1,Long-chain-fatty-acid--CoA ligase 5,ACSL5,Homo sapiens,683,Acetylation; Alternative splicing; ATP-binding; Cell membrane; Disease variant; Endoplasmic reticulum; Fatty acid metabolism; Ligase; Lipid metabolism; Magnesium; Membrane; Mitochondrion; Mitochondrion outer membrane; Nucleotide-binding; Phosphoprotein; Proteomics identification; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix
Q9ULD8,1,Voltage-gated inwardly rectifying potassium channel KCNH3,KCNH3,Homo sapiens,1083,Cell membrane; Glycoprotein; Ion channel; Ion transport; Membrane; Potassium; Potassium channel; Potassium transport; Proteomics identification; Reference proteome; Transmembrane; Transmembrane helix; Transport; Voltage-gated channel
Q9ULH4,1,Leucine-rich repeat and fibronectin type-III domain-containing protein 2,LRFN2,Homo sapiens,789,Cell membrane; Disulfide bond; Glycoprotein; Immunoglobulin domain; Leucine-rich repeat; Membrane; Postsynaptic cell membrane; Proteomics identification; Reference proteome; Repeat; Signal; Synapse; Transmembrane; Transmembrane helix
Q9ULK5,1,Vang-like protein 2,VANGL2,Homo sapiens,521,3D-structure; Cell membrane; Developmental protein; Disease variant; Membrane; Proteomics identification; Reference proteome; Transmembrane; Transmembrane helix
Q9UM47,1,Neurogenic locus notch homolog protein 3,NOTCH3,Homo sapiens,2321,3D-structure; Activator; ANK repeat; Cell membrane; Developmental protein; Differentiation; Disease variant; Disulfide bond; EGF-like domain; Glycoprotein; Membrane; Methylation; Notch signaling pathway; Nucleus; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Repeat; Signal; Transcription; Transcription regulation; Transmembrane; Transmembrane helix
Q9UNQ0,1,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,Homo sapiens,655,3D-structure; Alternative splicing; ATP-binding; Cell membrane; Disulfide bond; Glycoprotein; Lipid transport; Membrane; Mitochondrion; Nucleotide-binding; Phosphoprotein; Proteomics identification; Reference proteome; Translocase; Transmembrane; Transmembrane helix; Transport
Q9UP52,1,Transferrin receptor protein 2,TFR2,Homo sapiens,801,Alternative splicing; Cell membrane; Cytoplasm; Disease variant; Disulfide bond; Glycoprotein; Membrane; Proteomics identification; Receptor; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix
Q9UQF0,1,Syncytin-1,ERVW-1,Homo sapiens,538,3D-structure; Cell membrane; Cleavage on pair of basic residues; Disulfide bond; ERV; Glycoprotein; Membrane; Proteomics identification; Reference proteome; Signal; Transmembrane; Transmembrane helix; Transposable element; Viral envelope protein; Virion
Q9Y210,1,Short transient receptor potential channel 6,TRPC6,Homo sapiens,931,3D-structure; Alternative splicing; ANK repeat; Calcium; Calcium channel; Calcium transport; Cell membrane; Disease variant; Glycoprotein; Ion channel; Ion transport; Membrane; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Transmembrane; Transmembrane helix; Transport
Q9Y2Q0,1,Phospholipid-transporting ATPase IA,ATP8A1,Homo sapiens,1164,3D-structure; Alternative splicing; ATP-binding; Cell membrane; Cytoplasmic vesicle; Endoplasmic reticulum; Golgi apparatus; Lipid transport; Magnesium; Membrane; Metal-binding; Nucleotide-binding; Phosphoprotein; Proteomics identification; Reference proteome; Translocase; Transmembrane; Transmembrane helix; Transport
Q9Y2T6,1,G-protein coupled receptor 55,GPR55,Homo sapiens,319,3D-structure; Cell membrane; G-protein coupled receptor; Glycoprotein; Membrane; Proteomics identification; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix
